論文名稱(中文),畢業學年度,學位類別,作者,博碩士論文網址
精密加工產業以生產流程為基礎實現作業基礎成本制之個案探討,113,碩士,馮思維,https://hdl.handle.net/11296/nwu3s9
製造業升級SAP系統之個案探討：以生產計劃模組為例,113,碩士,姜柏志,https://hdl.handle.net/11296/y27e9c
研發費用對股利政策之影響,113,碩士,黃瑋庭,https://hdl.handle.net/11296/959csv
資源依賴觀點下地方創生政策之運作- 以桃園市「富岡青旅行」為例,113,碩士,陳頌惠,https://hdl.handle.net/11296/762ek4
YbYAG薄片雷射與多通放大器開發研究,113,碩士,高行隆,https://hdl.handle.net/11296/jyr9zb
,113,博士,林家龍,https://hdl.handle.net/11296/9y663x
可程式化寬頻分數型頻率合成器模組與毫米波多容值共振並聯二極體切換器之研製,113,碩士,陳羿夫,https://hdl.handle.net/11296/3q849d
溶解型與鍵結型血管內皮生長因子共同誘導內皮細胞形成微血管叢之生物體外實驗與模擬,113,博士,姜洵,https://hdl.handle.net/11296/a9h9px
疏水膠體液滴的蒸發及沉積物:溫度與表面活性劑的影響,113,碩士,賴冠霖,https://hdl.handle.net/11296/42yyj8
膠體固著液滴於疏水基板上的蒸發模擬,113,碩士,陳秉沅,https://hdl.handle.net/11296/en3j85
親水膠體液滴的蒸發特性及沉積圖案:溫度與表面活性劑的影響,113,碩士,林宏瑋,https://hdl.handle.net/11296/af9pp3
校園性別平等業務承辦人員工作壓力之研究：以桃園市公立國民中學為例,113,碩士,劉芷寧,https://hdl.handle.net/11296/7uzj23
葉五美宗祠轉型祭祀公業法人之研究,113,碩士,葉倫嵩,https://hdl.handle.net/11296/y3km5m
文學圈結合學習儀表板在專題導向學習之應 用-以書報討論課堂為例,113,碩士,鄭博宇,https://hdl.handle.net/11296/3m5hq6
,113,碩士,黃郁堯,https://hdl.handle.net/11296/dfx3n3
差速驅動輪式移動機器人輕量化設計與運動軌跡精確追蹤控制,113,碩士,周娟安,https://hdl.handle.net/11296/eemz36
藉由數值模擬研究大地構造與熱演化：探討山脈侵蝕與盆地沉積物沉積,113,博士,徐志煌,https://hdl.handle.net/11296/58q57s
關於企業環境社會責任的三項議題,113,博士,張家榮,https://hdl.handle.net/11296/k54s3y
間隙對AP路由器系統狹小空間中單/雙壓電風扇降低熱點溫度效果的影響,113,碩士,盧德宇,https://hdl.handle.net/11296/74qp3n
以機器學習搭配表面增益拉曼光譜診斷癌症,113,碩士,金亞煇,https://hdl.handle.net/11296/fn2hkm
拍賣中「立即購買」選項之價值衡量,113,碩士,胡以文,https://hdl.handle.net/11296/h8wc6f
射出成型壓力指標對於體積收縮率的影響評估：實驗與模擬比較,113,碩士,丁驊俊,https://hdl.handle.net/11296/5zjyht
擾動輔助EMD演算法在MCU中即時語音處理之評估,113,碩士,陳楷仁,https://hdl.handle.net/11296/6a38u4
電動機車產業SCP分析— 兼論電動機車購買因素探討,113,碩士,楊雅如,https://hdl.handle.net/11296/7ge5x8
台資中小企業進入中國市場的發展歷程與經營管理之探討─以台資S公司為例,113,碩士,潘惠珍,https://hdl.handle.net/11296/z2n5y2
基於Q學習之低軌道衛星通訊無人機中繼中斷分析與軌跡優化設計,113,碩士,邱睿祺,https://hdl.handle.net/11296/76673f
UVC-LED光學模型及其應用於採後水果保鮮的研究,113,博士,黎秋玉,https://hdl.handle.net/11296/w8ye9v
探索工作記憶、清晰記憶和熟悉度在知覺與概念模式區隔中的角色：相關分析與事件相關腦電位的研究,113,碩士,陳彥如,https://hdl.handle.net/11296/cgky55
,113,博士,游狄歐,https://hdl.handle.net/11296/9jyzs4
通過調控載子密度提升立方相GeTe基薄膜的熱電性能,113,博士,蘇曼,https://hdl.handle.net/11296/erxjpc
新型環狀內旋刮齒刀加工魯氏轉子之研究,113,碩士,阮宇見,https://hdl.handle.net/11296/95c4wg
機場捷運通車對區域房價影響之研究 以新莊區及林口區為例,113,碩士,鄭任㨗,https://hdl.handle.net/11296/83ry6a
利用機器學習分析類風濕性關節炎相關蛋白質資料以探討疾病生物標記,113,碩士,楊騏鴻,https://hdl.handle.net/11296/gq2suc
應用強力刮齒製造環面漸開線蝸桿之研究,113,碩士,杜阮國,https://hdl.handle.net/11296/44q5zd
影響住宅自有或租賃的因素: 以1976 – 2021《家庭收支調查》資料分析,113,碩士,李詠萱,https://hdl.handle.net/11296/wn3r39
台灣半導體相關製造業永續經營報告之職業安全衛生分析,113,碩士,呂雲端,https://hdl.handle.net/11296/qv3udy
應用統計模型解析台灣大氣汞濃度的影響機制,113,碩士,李忠諺,https://hdl.handle.net/11296/3sa72y
從《貞觀政要》論君與臣的中正之道,113,碩士,邱祐寧,https://hdl.handle.net/11296/6pwme7
導線架供應商評選之研究以半導體封測產業為例,113,碩士,林郁翔,https://hdl.handle.net/11296/dg969r
應用層級分析法建構化妝品產業原料供應商評選之研究-以S公司為例,113,碩士,邱婕茹,https://hdl.handle.net/11296/qpsyx2
地中壁圍束直接基礎橋墩之抗液化受震行為：離心模型試驗,113,碩士,林鼎曜,https://hdl.handle.net/11296/3nc6r9
應用撓性劍桿推梭創新技術於 桌上型織布機設計,113,碩士,姚昱志,https://hdl.handle.net/11296/y8zn6n
直播電商之展演真實性： 擬社會關係的中介效果,113,碩士,賴麗塔,https://hdl.handle.net/11296/sq983j
探討記憶體裝置中老化效應對深度神經網路預測準確性之影響：分析策略與解決方法,113,碩士,蔡瑩靜,https://hdl.handle.net/11296/4ut56a
微粒子珠擊對MIM 4140機械性質與顯微組織之影響研究,113,碩士,徐浚祐,https://hdl.handle.net/11296/f38m5q
導入數位轉型優化營業秘密管理流程之研究,113,碩士,羅方妤,https://hdl.handle.net/11296/hnby9g
六角晶格排列環狀光子晶體結構研究,113,碩士,歐奕辰,https://hdl.handle.net/11296/2538jw
存在主義對羅傑斯 人性觀的影響,113,碩士,曾禹瑄,https://hdl.handle.net/11296/tje8m2
同性婚姻親子關係法制化之研究- 以美國法為借鏡,113,碩士,劉姿瑩,https://hdl.handle.net/11296/a5gnzp
根據定性與定量資料預測企業信用評級,113,碩士,賴沂彤,https://hdl.handle.net/11296/uhqdpn
蟄伏於未知的恐懼：論洛夫克拉夫特式恐怖的核心概念,113,碩士,林思辰,https://hdl.handle.net/11296/cpdnun
,113,博士,李瑪莎,https://hdl.handle.net/11296/mptc5s
基於GPT-2和近端策略優化的符號音樂生成,113,碩士,張翔威,https://hdl.handle.net/11296/2md7a8
超短脈衝雷射於碳化矽晶圓內部改質層之特性研究,113,碩士,葉昱謙,https://hdl.handle.net/11296/gefafu
氮化矽表面雷射處理特徵分析及其對化學鍍銅層接合性能的影響,113,碩士,楊子毅,https://hdl.handle.net/11296/6v48r5
學思達教學法融入高中英文科教學提升高中生英文學習動機及學習成就之行動研究,113,碩士,田婉曲,https://hdl.handle.net/11296/8xt2n7
《戰地調琴師》裡的殖民主義再現,113,碩士,趙佳寧,https://hdl.handle.net/11296/524n5t
可校正偏心誤差之磁性編碼器開發,113,碩士,王柏鈞,https://hdl.handle.net/11296/93eyjv
,113,碩士,趙建銘,https://hdl.handle.net/11296/uu27bg
結合卡曼率波及伴隨狀態之序 率方法反推估含水層特性,113,博士,阮黃俠,https://hdl.handle.net/11296/n22mk8
以學術與專利之引證透過主路徑分析法探討營建工程應用BIM之發展趨勢,113,博士,翁國展,https://hdl.handle.net/11296/j7wye3
基於RAG技術於台灣問卷生成之可行性研究,113,碩士,薛竣祐,https://hdl.handle.net/11296/7w44f8
,113,碩士,施奕辰,https://hdl.handle.net/11296/8799q4
模擬與真實微重力下小鼠骨細胞基因表現的生物資訊研究,113,碩士,王娟瑜,https://hdl.handle.net/11296/dcw722
單板電腦快閃記憶體檔案系統開發,113,碩士,楊承哲,https://hdl.handle.net/11296/syvqz6
葡萄糖增生療法對間質性膀胱炎患者尿液微生物組之影響,113,博士,陳良坤,https://hdl.handle.net/11296/4hmxu4
VSCode相容之微控制器用文字人機介面開發,113,碩士,馮品儒,https://hdl.handle.net/11296/388zkg
前瞻計畫改善停車問題成效分析－以公路局北區養護工程分局為例,113,碩士,鄭伊伊,https://hdl.handle.net/11296/uq9x46
結合循環經濟材料與低碳技術的鋪面設計： 溫拌橡膠瀝青混凝土與平衡式配比設計之成效研究,113,碩士,王柏文,https://hdl.handle.net/11296/6j3fpj
營建施工智慧化管理 -以桃園航空城計畫區段徵收工程B2標為例,113,碩士,李韻婷,https://hdl.handle.net/11296/kwhhmz
最終財廠商的ESG對廠商利潤的影響,113,碩士,劉佩怡,https://hdl.handle.net/11296/kpas82
台灣通貨膨脹率預測：機器學習方法的優勢分析,113,碩士,張新炫,https://hdl.handle.net/11296/z8bvb2
基於機器學習LightGBM架構預測AE地磁指數,113,碩士,蔡孟融,https://hdl.handle.net/11296/uv4m77
以政府採購法及促進民間參與公共建設法分別執行水資源回收中心發展之效益分析,113,碩士,陳亮辰,https://hdl.handle.net/11296/877zmx
歷史建築保溫代管專案之案例探究 -新竹縣原新埔照門派出所為例,113,碩士,吳東衡,https://hdl.handle.net/11296/3mt39p
,113,碩士,盧比奧,https://hdl.handle.net/11296/4q3jq8
探討岩心資料模擬岩層裂隙分佈對大規模順向坡滑動機制與機率之影響,113,碩士,陳美彣,https://hdl.handle.net/11296/xs24sk
1990年代酷兒現身的再歸回望：《藍調石牆》與yaoi論戰,113,碩士,楊莛薇,https://hdl.handle.net/11296/vkjm57
運用結構方程分析玄武岩鋼筋顧客購買意願之研究,113,碩士,塗建瓏,https://hdl.handle.net/11296/ahq5tb
桃園新型產業園區公有設施施工履約管理績效探討 -以桃園市仁美重劃區為例,113,碩士,王益德,https://hdl.handle.net/11296/6n4epd
以離心模型探討土壤液化對具有淺基礎建築物之影響,113,碩士,董麗媛,https://hdl.handle.net/11296/58mtu4
應用於第五代無線通訊與X頻段之互補式金氧半導體功率放大器設計暨FR3頻段之改良型帶內全雙工電平衡雙工器之研製,113,碩士,莊智皓,https://hdl.handle.net/11296/abx44q
珍珠號立方衛星 PEARL-1C 任務調適階段之操控與分析,113,碩士,謝宜軒,https://hdl.handle.net/11296/3tdgvf
數位閱讀筆記策略教學對國小六年級學生做筆記能力及閱讀理解之影響–以LoiLoNote School為平台,113,碩士,葉念婷,https://hdl.handle.net/11296/ps65fy
以軟體定義無線電平台設計與實現 CCSDS太空衛星遙測傳收機,113,碩士,鍾傳廣,https://hdl.handle.net/11296/kp8664
貿易自由化與特種貨物稅對奢侈品進口產業之影響,113,碩士,游沛宇,https://hdl.handle.net/11296/pxvs46
以健康信念模式與科技接受模型探討購買外溢保單意圖之影響因素,113,碩士,吳俊偉,https://hdl.handle.net/11296/w26sb4
王陽明「致良知」的反身樂境,113,碩士,徐丞妍,https://hdl.handle.net/11296/86scf5
客語能力認證在少數族群語言權利保障的實踐：以客語為通行語地區為例,113,碩士,范振新,https://hdl.handle.net/11296/e4355s
侵入物於不同縱橫比圓柱顆粒振動床內運動現象之研究,113,碩士,王立元,https://hdl.handle.net/11296/mc2dat
融合雙向強化學習與新型資料擴增技術於管線瑕疵檢測之創新研究,113,博士,陳以恩,https://hdl.handle.net/11296/eje2s8
半圓形全套管基樁作為擋土設施之開挖案例研究,113,碩士,隋明潔,https://hdl.handle.net/11296/rz5pnh
13.56 MHz 射頻產生器的超快電弧管理策略及其對 AlN 薄膜品質的影響,113,碩士,陳育新,https://hdl.handle.net/11296/9bc23b
,113,博士,鄧明君,https://hdl.handle.net/11296/8dcugx
香港性工作者論述的身分政治局限以及賣淫性勞動的治理,113,碩士,羅冠杰,https://hdl.handle.net/11296/5manx4
合成孔徑雷達背向投影演算法效能分析與硬體實作,113,碩士,張家豪,https://hdl.handle.net/11296/ej7snp
FastGDBN:一個消除計算冗餘實現高吞吐量的用於檢測處於缺陷晶片群集中之正常晶片的深度神經網絡,113,碩士,曹寓恆,https://hdl.handle.net/11296/85mjep
BIM應用技術輔助建築工程風險評估之研究,113,碩士,陳姝妍,https://hdl.handle.net/11296/5nqk25
多無人機輔助的反向散射通訊之時間高效聯邦學習,113,碩士,林品宏,https://hdl.handle.net/11296/9j7n3d
多項式模糊系統之最佳化控制器設計: 基於描述形式表示之方法,113,博士,沈雨萱,https://hdl.handle.net/11296/d6a53a
基於機器學習與群體智慧演算法之毫米波基站佈署,113,碩士,李國誠,https://hdl.handle.net/11296/uc52vj
從比較法觀點探討我國先買後付(BNPL)監理法律問題,113,碩士,張芸瑄,https://hdl.handle.net/11296/92fkj6
為智慧家庭建構任務導向式對話系統,113,碩士,周建豪,https://hdl.handle.net/11296/b2yg3g
基於GaN與GaAs HEMT技術的Sub-6 GHz與毫米波頻段Class-AB功率放大器設計與性能研究,113,碩士,殷浩恩,https://hdl.handle.net/11296/627dk8
熔模鑄造用碳化矽粉末增強型殼的力學、熱學和物理性能研究： 粉末目數和含量的影響,113,碩士,丁舒克,https://hdl.handle.net/11296/er89c3
垃圾焚化廠滲出水熱處理法對焚化爐營運指標影響分析-以臺灣南部地區為例,113,碩士,侯佳承,https://hdl.handle.net/11296/sg5d87
以系統機制進行金屬表面處理製程事前危害分析與處理之研究,113,碩士,陳裕舜,https://hdl.handle.net/11296/9m8sgm
氨/氫燃料固態氧化物燃料電池於不同溫度之性能與穩定性量測,113,碩士,林泰佑,https://hdl.handle.net/11296/w224c3
預混甲烷混氫低碳燃料之多孔性介質燃燒器性能量測及其人工智慧輔助溫度預測,113,碩士,王維文,https://hdl.handle.net/11296/e7d7ax
具有金屬-絕緣層-半導體與p型氮化鎵結合的閘極增強型氮化鋁鎵/氮化鎵 高電子遷移率電晶體,113,碩士,陳沿輯,https://hdl.handle.net/11296/57v89z
結合單源氣相沉積與熱處理製程製備高品質全無機鈣鈦礦CsPbBr3光致發光薄膜暨發光二極體之研究,113,博士,葉冠奇,https://hdl.handle.net/11296/nfu564
天然氣和鋼廠既有燃料焦爐氣混氨之燃燒特性實驗研究,113,碩士,李立棠,https://hdl.handle.net/11296/ka47k5
具組合式資料型樣偵測器且應用於高通道衰減補償之8 Gbps半速率不歸零資料自適應等化器,113,碩士,曹育銘,https://hdl.handle.net/11296/r9frnn
語句階層的聽覺語言理解機制：電生理學之關聯性和口語中文,113,碩士,呂宛宜,https://hdl.handle.net/11296/29e9af
基於壓縮感知的SWIR與MWIR同步單像素相機及封裝後LED晶片的溫度分佈分析,113,碩士,林恒軒,https://hdl.handle.net/11296/9zfsjn
結合深度學習與點雲分析之噴槍姿態辨識系統研究,113,碩士,黃凱鴻,https://hdl.handle.net/11296/74xnq5
透過基於壓縮器的MAC進位輸出替換架構提升系統計算吞吐量與能效,113,碩士,唐儷綾,https://hdl.handle.net/11296/qf72e3
股票交易參考指標對個股報酬之預測分析–監督式降維模型之應用,113,碩士,蔡裕仁,https://hdl.handle.net/11296/khz5hw
,113,碩士,羅思德,https://hdl.handle.net/11296/5usu78
以想法為中心之科學探究學習系統遊戲化：系統開發與初步評估,113,碩士,王希丞,https://hdl.handle.net/11296/a92j3h
裁罰、控股型態、股東控制力與金融業公司股價表現之關聯性,113,碩士,陳奕達,https://hdl.handle.net/11296/7zjc9y
以系統機制分析與解決印刷廠廢氣焚化系統問題之研究,113,碩士,曹顥繽,https://hdl.handle.net/11296/2qys9n
新型單電晶體多鐵電穿隧接面非揮發式記憶體矩陣之研製與特性分析,113,碩士,陳之遠,https://hdl.handle.net/11296/7pn4e4
以消費者價值觀探討對於智慧城市發展感知及認知之研究,113,碩士,周倩如,https://hdl.handle.net/11296/d5bk4h
以系統機制分析與解決PCB廠廢水處理系統問題之研究,113,碩士,徐子豪,https://hdl.handle.net/11296/jurwpe
新式雙電晶體多鐵電電容非揮發式三態內容電址記憶體矩陣之研製與特性分析,113,碩士,陳崇維,https://hdl.handle.net/11296/2peu66
公司治理、公平待客、金融創新對公司經營績效之影響-以台灣金融業為例,113,碩士,陳芬貞,https://hdl.handle.net/11296/nqn2xn
基於租稅因素評估跨國企業境外投資目的地之模糊多準則決策制訂,113,博士,朱俊傑,https://hdl.handle.net/11296/7kpg77
